llm,domain,speech_complexity,action_name,num_calls,num_errors,success_rate
openai:gpt-realtime-2025-08-28,airline,control,update_reservation_flights,28,5,0.8214285714285714
openai:gpt-realtime-2025-08-28,airline,control,update_reservation_passengers,3,2,0.33333333333333337
openai:gpt-realtime-2025-08-28,airline,regular,book_reservation,25,19,0.24
openai:gpt-realtime-2025-08-28,airline,regular,calculate,57,0,1.0
openai:gpt-realtime-2025-08-28,airline,regular,cancel_reservation,14,0,1.0
openai:gpt-realtime-2025-08-28,airline,regular,get_flight_status,52,1,0.9807692307692307
openai:gpt-realtime-2025-08-28,airline,regular,get_reservation_details,129,32,0.751937984496124
openai:gpt-realtime-2025-08-28,airline,regular,get_user_details,87,56,0.3563218390804598
openai:gpt-realtime-2025-08-28,airline,regular,list_all_airports,1,0,1.0
openai:gpt-realtime-2025-08-28,airline,regular,search_direct_flight,33,0,1.0
openai:gpt-realtime-2025-08-28,airline,regular,search_onestop_flight,14,0,1.0
openai:gpt-realtime-2025-08-28,airline,regular,send_certificate,4,1,0.75
openai:gpt-realtime-2025-08-28,airline,regular,transfer_to_human_agents,14,1,0.9285714285714286
openai:gpt-realtime-2025-08-28,airline,regular,update_reservation_baggages,3,0,1.0
openai:gpt-realtime-2025-08-28,airline,regular,update_reservation_flights,18,5,0.7222222222222222
openai:gpt-realtime-2025-08-28,retail,control,calculate,5,0,1.0
openai:gpt-realtime-2025-08-28,retail,control,cancel_pending_order,24,1,0.9583333333333334
openai:gpt-realtime-2025-08-28,retail,control,exchange_delivered_order_items,38,11,0.7105263157894737
openai:gpt-realtime-2025-08-28,retail,control,find_user_id_by_email,31,10,0.6774193548387097
openai:gpt-realtime-2025-08-28,retail,control,find_user_id_by_name_zip,105,27,0.7428571428571429
openai:gpt-realtime-2025-08-28,retail,control,get_item_details,4,0,1.0
openai:gpt-realtime-2025-08-28,retail,control,get_order_details,265,0,1.0
openai:gpt-realtime-2025-08-28,retail,control,get_product_details,102,0,1.0
openai:gpt-realtime-2025-08-28,retail,control,get_user_details,100,0,1.0
openai:gpt-realtime-2025-08-28,retail,control,list_all_product_types,11,0,1.0
openai:gpt-realtime-2025-08-28,retail,control,modify_pending_order_address,19,0,1.0
openai:gpt-realtime-2025-08-28,retail,control,modify_pending_order_items,53,19,0.6415094339622642
openai:gpt-realtime-2025-08-28,retail,control,modify_pending_order_payment,1,0,1.0
openai:gpt-realtime-2025-08-28,retail,control,modify_user_address,9,0,1.0
openai:gpt-realtime-2025-08-28,retail,control,return_delivered_order_items,42,9,0.7857142857142857
openai:gpt-realtime-2025-08-28,retail,control,transfer_to_human_agents,13,0,1.0
openai:gpt-realtime-2025-08-28,retail,control_accents,calculate,22,0,1.0
openai:gpt-realtime-2025-08-28,retail,control_accents,cancel_pending_order,23,2,0.9130434782608696
openai:gpt-realtime-2025-08-28,retail,control_accents,exchange_delivered_order_items,40,11,0.725
openai:gpt-realtime-2025-08-28,retail,control_accents,find_user_id_by_email,35,13,0.6285714285714286
openai:gpt-realtime-2025-08-28,retail,control_accents,find_user_id_by_name_zip,134,63,0.5298507462686567
openai:gpt-realtime-2025-08-28,retail,control_accents,get_item_details,11,0,1.0
openai:gpt-realtime-2025-08-28,retail,control_accents,get_order_details,242,0,1.0
openai:gpt-realtime-2025-08-28,retail,control_accents,get_product_details,107,1,0.9906542056074766
openai:gpt-realtime-2025-08-28,retail,control_accents,get_user_details,97,0,1.0
openai:gpt-realtime-2025-08-28,retail,control_accents,list_all_product_types,10,0,1.0
openai:gpt-realtime-2025-08-28,retail,control_accents,modify_pending_order_address,15,0,1.0
openai:gpt-realtime-2025-08-28,retail,control_accents,modify_pending_order_items,44,16,0.6363636363636364
openai:gpt-realtime-2025-08-28,retail,control_accents,modify_pending_order_payment,2,1,0.5
openai:gpt-realtime-2025-08-28,retail,control_accents,modify_user_address,5,0,1.0
openai:gpt-realtime-2025-08-28,retail,control_accents,return_delivered_order_items,43,11,0.7441860465116279
openai:gpt-realtime-2025-08-28,retail,control_accents,transfer_to_human_agents,18,0,1.0
openai:gpt-realtime-2025-08-28,retail,control_audio,calculate,15,0,1.0
openai:gpt-realtime-2025-08-28,retail,control_audio,cancel_pending_order,21,0,1.0
openai:gpt-realtime-2025-08-28,retail,control_audio,exchange_delivered_order_items,38,12,0.6842105263157895
openai:gpt-realtime-2025-08-28,retail,control_audio,find_user_id_by_email,30,10,0.6666666666666667
openai:gpt-realtime-2025-08-28,retail,control_audio,find_user_id_by_name_zip,128,55,0.5703125
openai:gpt-realtime-2025-08-28,retail,control_audio,get_item_details,9,2,0.7777777777777778
openai:gpt-realtime-2025-08-28,retail,control_audio,get_order_details,254,2,0.9921259842519685
openai:gpt-realtime-2025-08-28,retail,control_audio,get_product_details,104,4,0.9615384615384616
openai:gpt-realtime-2025-08-28,retail,control_audio,get_user_details,95,0,1.0
openai:gpt-realtime-2025-08-28,retail,control_audio,list_all_product_types,13,0,1.0
openai:gpt-realtime-2025-08-28,retail,control_audio,modify_pending_order_address,20,0,1.0
openai:gpt-realtime-2025-08-28,retail,control_audio,modify_pending_order_items,40,10,0.75
openai:gpt-realtime-2025-08-28,retail,control_audio,modify_pending_order_payment,1,0,1.0
openai:gpt-realtime-2025-08-28,retail,control_audio,modify_user_address,9,0,1.0
openai:gpt-realtime-2025-08-28,retail,control_audio,return_delivered_order_items,42,8,0.8095238095238095
openai:gpt-realtime-2025-08-28,retail,control_audio,transfer_to_human_agents,15,0,1.0
openai:gpt-realtime-2025-08-28,retail,control_behavior,calculate,21,0,1.0
openai:gpt-realtime-2025-08-28,retail,control_behavior,cancel_pending_order,23,1,0.9565217391304348
openai:gpt-realtime-2025-08-28,retail,control_behavior,exchange_delivered_order_items,47,18,0.6170212765957447
openai:gpt-realtime-2025-08-28,retail,control_behavior,find_user_id_by_email,28,9,0.6785714285714286
openai:gpt-realtime-2025-08-28,retail,control_behavior,find_user_id_by_name_zip,121,41,0.6611570247933884
openai:gpt-realtime-2025-08-28,retail,control_behavior,get_item_details,10,2,0.8
openai:gpt-realtime-2025-08-28,retail,control_behavior,get_order_details,259,0,1.0
openai:gpt-realtime-2025-08-28,retail,control_behavior,get_product_details,116,2,0.9827586206896551
openai:gpt-realtime-2025-08-28,retail,control_behavior,get_user_details,100,0,1.0
openai:gpt-realtime-2025-08-28,retail,control_behavior,list_all_product_types,12,0,1.0
openai:gpt-realtime-2025-08-28,retail,control_behavior,modify_pending_order_address,19,0,1.0
openai:gpt-realtime-2025-08-28,retail,control_behavior,modify_pending_order_items,40,12,0.7
openai:gpt-realtime-2025-08-28,retail,control_behavior,modify_pending_order_payment,1,0,1.0
openai:gpt-realtime-2025-08-28,retail,control_behavior,modify_user_address,12,1,0.9166666666666666
openai:gpt-realtime-2025-08-28,retail,control_behavior,return_delivered_order_items,35,7,0.8
openai:gpt-realtime-2025-08-28,retail,control_behavior,transfer_to_human_agents,13,0,1.0
openai:gpt-realtime-2025-08-28,retail,regular,calculate,13,0,1.0
openai:gpt-realtime-2025-08-28,retail,regular,cancel_pending_order,22,1,0.9545454545454546
openai:gpt-realtime-2025-08-28,retail,regular,exchange_delivered_order_items,42,16,0.6190476190476191
openai:gpt-realtime-2025-08-28,retail,regular,find_user_id_by_email,34,17,0.5
openai:gpt-realtime-2025-08-28,retail,regular,find_user_id_by_name_zip,164,97,0.4085365853658537
openai:gpt-realtime-2025-08-28,retail,regular,get_item_details,2,0,1.0
openai:gpt-realtime-2025-08-28,retail,regular,get_order_details,206,3,0.9854368932038835
openai:gpt-realtime-2025-08-28,retail,regular,get_product_details,100,1,0.99
openai:gpt-realtime-2025-08-28,retail,regular,get_user_details,85,0,1.0
openai:gpt-realtime-2025-08-28,retail,regular,list_all_product_types,11,0,1.0
openai:gpt-realtime-2025-08-28,retail,regular,modify_pending_order_address,11,1,0.9090909090909091
openai:gpt-realtime-2025-08-28,retail,regular,modify_pending_order_items,33,8,0.7575757575757576
openai:gpt-realtime-2025-08-28,retail,regular,modify_user_address,11,1,0.9090909090909091
openai:gpt-realtime-2025-08-28,retail,regular,return_delivered_order_items,27,7,0.7407407407407407
openai:gpt-realtime-2025-08-28,retail,regular,transfer_to_human_agents,21,0,1.0
openai:gpt-realtime-2025-08-28,telecom,control,can_send_mms,52,52,0.0
openai:gpt-realtime-2025-08-28,telecom,control,check_apn_settings,27,27,0.0
openai:gpt-realtime-2025-08-28,telecom,control,check_app_permissions,12,12,0.0
openai:gpt-realtime-2025-08-28,telecom,control,check_data_restriction_status,7,7,0.0
openai:gpt-realtime-2025-08-28,telecom,control,check_installed_apps,2,2,0.0
openai:gpt-realtime-2025-08-28,telecom,control,check_network_mode_preference,23,23,0.0
openai:gpt-realtime-2025-08-28,telecom,control,check_network_status,92,92,0.0
openai:gpt-realtime-2025-08-28,telecom,control,check_sim_status,35,35,0.0
openai:gpt-realtime-2025-08-28,telecom,control,check_status_bar,45,45,0.0
openai:gpt-realtime-2025-08-28,telecom,control,check_vpn_status,3,3,0.0
openai:gpt-realtime-2025-08-28,telecom,control,check_wifi_calling_status,21,21,0.0
openai:gpt-realtime-2025-08-28,telecom,control,check_wifi_status,1,1,0.0
openai:gpt-realtime-2025-08-28,telecom,control,disconnect_vpn,1,1,0.0
openai:gpt-realtime-2025-08-28,telecom,control,enable_roaming,8,0,1.0
openai:gpt-realtime-2025-08-28,telecom,control,get_bills_for_customer,27,0,1.0
openai:gpt-realtime-2025-08-28,telecom,control,get_customer_by_phone,80,1,0.9875
openai:gpt-realtime-2025-08-28,telecom,control,get_data_usage,11,0,1.0
openai:gpt-realtime-2025-08-28,telecom,control,get_details_by_id,268,0,1.0
openai:gpt-realtime-2025-08-28,telecom,control,grant_app_permission,3,3,0.0
openai:gpt-realtime-2025-08-28,telecom,control,reboot_device,1,1,0.0
openai:gpt-realtime-2025-08-28,telecom,control,refuel_data,15,0,1.0
openai:gpt-realtime-2025-08-28,telecom,control,reseat_sim_card,35,35,0.0
openai:gpt-realtime-2025-08-28,telecom,control,reset_apn_settings,18,18,0.0
openai:gpt-realtime-2025-08-28,telecom,control,resume_line,17,0,1.0
openai:gpt-realtime-2025-08-28,telecom,control,run_speed_test,32,32,0.0
openai:gpt-realtime-2025-08-28,telecom,control,send_payment_request,17,0,1.0
openai:gpt-realtime-2025-08-28,telecom,control,set_apn_settings,1,1,0.0
openai:gpt-realtime-2025-08-28,telecom,control,set_network_mode_preference,43,43,0.0
openai:gpt-realtime-2025-08-28,telecom,control,toggle_airplane_mode,12,12,0.0
openai:gpt-realtime-2025-08-28,telecom,control,toggle_data,21,21,0.0
openai:gpt-realtime-2025-08-28,telecom,control,toggle_data_saver_mode,2,2,0.0
openai:gpt-realtime-2025-08-28,telecom,control,toggle_roaming,1,1,0.0
openai:gpt-realtime-2025-08-28,telecom,control,toggle_wifi_calling,3,3,0.0
openai:gpt-realtime-2025-08-28,telecom,control,transfer_to_human_agents,72,1,0.9861111111111112
openai:gpt-realtime-2025-08-28,telecom,regular,can_send_mms,45,45,0.0
openai:gpt-realtime-2025-08-28,telecom,regular,check_apn_settings,24,24,0.0
openai:gpt-realtime-2025-08-28,telecom,regular,check_app_permissions,16,16,0.0
openai:gpt-realtime-2025-08-28,telecom,regular,check_data_restriction_status,6,6,0.0
openai:gpt-realtime-2025-08-28,telecom,regular,check_installed_apps,1,1,0.0
openai:gpt-realtime-2025-08-28,telecom,regular,check_network_mode_preference,26,26,0.0
openai:gpt-realtime-2025-08-28,telecom,regular,check_network_status,74,74,0.0
openai:gpt-realtime-2025-08-28,telecom,regular,check_sim_status,26,26,0.0
openai:gpt-realtime-2025-08-28,telecom,regular,check_status_bar,50,50,0.0
openai:gpt-realtime-2025-08-28,telecom,regular,check_vpn_status,1,1,0.0
openai:gpt-realtime-2025-08-28,telecom,regular,check_wifi_calling_status,8,8,0.0
openai:gpt-realtime-2025-08-28,telecom,regular,disconnect_vpn,7,7,0.0
openai:gpt-realtime-2025-08-28,telecom,regular,enable_roaming,3,0,1.0
openai:gpt-realtime-2025-08-28,telecom,regular,get_bills_for_customer,26,0,1.0
openai:gpt-realtime-2025-08-28,telecom,regular,get_customer_by_phone,89,28,0.6853932584269663
openai:gpt-realtime-2025-08-28,telecom,regular,get_data_usage,8,0,1.0
openai:gpt-realtime-2025-08-28,telecom,regular,get_details_by_id,188,0,1.0
openai:gpt-realtime-2025-08-28,telecom,regular,grant_app_permission,1,1,0.0
openai:gpt-realtime-2025-08-28,telecom,regular,make_payment,6,6,0.0
openai:gpt-realtime-2025-08-28,telecom,regular,reboot_device,5,5,0.0
openai:gpt-realtime-2025-08-28,telecom,regular,refuel_data,14,0,1.0
openai:gpt-realtime-2025-08-28,telecom,regular,reseat_sim_card,32,32,0.0
openai:gpt-realtime-2025-08-28,telecom,regular,reset_apn_settings,25,25,0.0
openai:gpt-realtime-2025-08-28,telecom,regular,resume_line,18,0,1.0
openai:gpt-realtime-2025-08-28,telecom,regular,run_speed_test,41,41,0.0
openai:gpt-realtime-2025-08-28,telecom,regular,send_payment_request,19,2,0.8947368421052632
openai:gpt-realtime-2025-08-28,telecom,regular,set_apn_settings,7,7,0.0
openai:gpt-realtime-2025-08-28,telecom,regular,set_network_mode_preference,63,63,0.0
openai:gpt-realtime-2025-08-28,telecom,regular,toggle_airplane_mode,18,18,0.0
openai:gpt-realtime-2025-08-28,telecom,regular,toggle_data,11,11,0.0
openai:gpt-realtime-2025-08-28,telecom,regular,toggle_data_saver_mode,6,6,0.0
openai:gpt-realtime-2025-08-28,telecom,regular,toggle_wifi_calling,8,8,0.0
openai:gpt-realtime-2025-08-28,telecom,regular,transfer_to_human_agents,73,1,0.9863013698630136
xai:xai-realtime,airline,control,book_reservation,3,1,0.6666666666666667
xai:xai-realtime,airline,control,cancel_reservation,10,3,0.7
xai:xai-realtime,airline,control,get_flight_status,20,1,0.95
xai:xai-realtime,airline,control,get_reservation_details,75,19,0.7466666666666666
xai:xai-realtime,airline,control,get_user_details,123,104,0.1544715447154471
xai:xai-realtime,airline,control,list_all_airports,5,0,1.0
xai:xai-realtime,airline,control,search_direct_flight,21,0,1.0
xai:xai-realtime,airline,control,search_onestop_flight,10,0,1.0
xai:xai-realtime,airline,control,send_certificate,2,0,1.0
xai:xai-realtime,airline,control,transfer_to_human_agents,22,0,1.0
xai:xai-realtime,airline,control,update_reservation_baggages,3,0,1.0
xai:xai-realtime,airline,control,update_reservation_flights,12,0,1.0
xai:xai-realtime,airline,control,update_reservation_passengers,1,0,1.0
xai:xai-realtime,airline,regular,book_reservation,1,0,1.0
xai:xai-realtime,airline,regular,cancel_reservation,3,0,1.0
xai:xai-realtime,airline,regular,get_flight_status,7,2,0.7142857142857143
xai:xai-realtime,airline,regular,get_reservation_details,45,18,0.6
xai:xai-realtime,airline,regular,get_user_details,145,135,0.06896551724137934
xai:xai-realtime,airline,regular,search_direct_flight,8,0,1.0
xai:xai-realtime,airline,regular,search_onestop_flight,2,0,1.0
xai:xai-realtime,airline,regular,transfer_to_human_agents,15,0,1.0
xai:xai-realtime,airline,regular,update_reservation_flights,3,0,1.0
xai:xai-realtime,airline,regular,update_reservation_passengers,1,0,1.0
xai:xai-realtime,retail,control,calculate,10,1,0.9
xai:xai-realtime,retail,control,cancel_pending_order,20,0,1.0
xai:xai-realtime,retail,control,exchange_delivered_order_items,24,1,0.9583333333333334
xai:xai-realtime,retail,control,find_user_id_by_email,36,21,0.41666666666666663
xai:xai-realtime,retail,control,find_user_id_by_name_zip,141,70,0.5035460992907801
xai:xai-realtime,retail,control,get_item_details,21,7,0.6666666666666667
xai:xai-realtime,retail,control,get_order_details,219,4,0.9817351598173516
xai:xai-realtime,retail,control,get_product_details,81,2,0.9753086419753086
xai:xai-realtime,retail,control,get_user_details,84,6,0.9285714285714286
xai:xai-realtime,retail,control,list_all_product_types,7,0,1.0
xai:xai-realtime,retail,control,modify_pending_order_address,13,0,1.0
xai:xai-realtime,retail,control,modify_pending_order_items,22,0,1.0
xai:xai-realtime,retail,control,modify_user_address,5,0,1.0
xai:xai-realtime,retail,control,return_delivered_order_items,33,5,0.8484848484848485
xai:xai-realtime,retail,control,transfer_to_human_agents,18,0,1.0
xai:xai-realtime,retail,control_accents,calculate,1,0,1.0
xai:xai-realtime,retail,control_accents,cancel_pending_order,8,0,1.0
xai:xai-realtime,retail,control_accents,exchange_delivered_order_items,11,1,0.9090909090909091
xai:xai-realtime,retail,control_accents,find_user_id_by_email,30,23,0.23333333333333328
xai:xai-realtime,retail,control_accents,find_user_id_by_name_zip,203,151,0.2561576354679803
xai:xai-realtime,retail,control_accents,get_item_details,10,2,0.8
xai:xai-realtime,retail,control_accents,get_order_details,155,6,0.9612903225806452
xai:xai-realtime,retail,control_accents,get_product_details,46,0,1.0
xai:xai-realtime,retail,control_accents,get_user_details,73,11,0.8493150684931507
xai:xai-realtime,retail,control_accents,list_all_product_types,6,0,1.0
xai:xai-realtime,retail,control_accents,modify_pending_order_address,8,0,1.0
xai:xai-realtime,retail,control_accents,modify_pending_order_items,14,1,0.9285714285714286
xai:xai-realtime,retail,control_accents,modify_user_address,8,0,1.0
xai:xai-realtime,retail,control_accents,return_delivered_order_items,18,2,0.8888888888888888
xai:xai-realtime,retail,control_accents,transfer_to_human_agents,23,0,1.0
xai:xai-realtime,retail,control_audio,cancel_pending_order,14,0,1.0
xai:xai-realtime,retail,control_audio,exchange_delivered_order_items,19,1,0.9473684210526316
xai:xai-realtime,retail,control_audio,find_user_id_by_email,35,22,0.37142857142857144
xai:xai-realtime,retail,control_audio,find_user_id_by_name_zip,151,77,0.49006622516556286
xai:xai-realtime,retail,control_audio,get_item_details,8,0,1.0
xai:xai-realtime,retail,control_audio,get_order_details,210,4,0.9809523809523809
xai:xai-realtime,retail,control_audio,get_product_details,77,0,1.0
xai:xai-realtime,retail,control_audio,get_user_details,88,9,0.8977272727272727
xai:xai-realtime,retail,control_audio,list_all_product_types,9,0,1.0
xai:xai-realtime,retail,control_audio,modify_pending_order_address,11,0,1.0
xai:xai-realtime,retail,control_audio,modify_pending_order_items,20,0,1.0
xai:xai-realtime,retail,control_audio,modify_user_address,5,0,1.0
xai:xai-realtime,retail,control_audio,return_delivered_order_items,28,4,0.8571428571428572
xai:xai-realtime,retail,control_audio,transfer_to_human_agents,19,0,1.0
xai:xai-realtime,retail,control_behavior,calculate,1,0,1.0
xai:xai-realtime,retail,control_behavior,cancel_pending_order,16,1,0.9375
xai:xai-realtime,retail,control_behavior,exchange_delivered_order_items,28,3,0.8928571428571429
xai:xai-realtime,retail,control_behavior,find_user_id_by_email,36,18,0.5
xai:xai-realtime,retail,control_behavior,find_user_id_by_name_zip,144,73,0.4930555555555556
xai:xai-realtime,retail,control_behavior,get_item_details,12,2,0.8333333333333334
xai:xai-realtime,retail,control_behavior,get_order_details,215,1,0.9953488372093023
xai:xai-realtime,retail,control_behavior,get_product_details,71,1,0.9859154929577465
xai:xai-realtime,retail,control_behavior,get_user_details,92,4,0.9565217391304348
xai:xai-realtime,retail,control_behavior,list_all_product_types,4,0,1.0
xai:xai-realtime,retail,control_behavior,modify_pending_order_address,9,0,1.0
xai:xai-realtime,retail,control_behavior,modify_pending_order_items,25,3,0.88
xai:xai-realtime,retail,control_behavior,modify_pending_order_payment,1,0,1.0
xai:xai-realtime,retail,control_behavior,modify_user_address,6,0,1.0
xai:xai-realtime,retail,control_behavior,return_delivered_order_items,32,6,0.8125
xai:xai-realtime,retail,control_behavior,transfer_to_human_agents,13,0,1.0
xai:xai-realtime,retail,regular,calculate,1,0,1.0
xai:xai-realtime,retail,regular,cancel_pending_order,12,0,1.0
xai:xai-realtime,retail,regular,exchange_delivered_order_items,16,2,0.875
xai:xai-realtime,retail,regular,find_user_id_by_email,41,31,0.24390243902439024
xai:xai-realtime,retail,regular,find_user_id_by_name_zip,195,145,0.2564102564102564
xai:xai-realtime,retail,regular,get_item_details,15,6,0.6
xai:xai-realtime,retail,regular,get_order_details,183,22,0.8797814207650273
xai:xai-realtime,retail,regular,get_product_details,69,2,0.9710144927536232
xai:xai-realtime,retail,regular,get_user_details,69,7,0.8985507246376812
xai:xai-realtime,retail,regular,list_all_product_types,6,0,1.0
xai:xai-realtime,retail,regular,modify_pending_order_address,10,0,1.0
xai:xai-realtime,retail,regular,modify_pending_order_items,18,0,1.0
xai:xai-realtime,retail,regular,modify_user_address,7,0,1.0
xai:xai-realtime,retail,regular,return_delivered_order_items,19,2,0.8947368421052632
xai:xai-realtime,retail,regular,transfer_to_human_agents,18,0,1.0
xai:xai-realtime,telecom,control,enable_roaming,33,0,1.0
xai:xai-realtime,telecom,control,get_bills_for_customer,16,0,1.0
xai:xai-realtime,telecom,control,get_customer_by_name,6,0,1.0
xai:xai-realtime,telecom,control,get_customer_by_phone,124,44,0.6451612903225806
xai:xai-realtime,telecom,control,get_data_usage,64,0,1.0
xai:xai-realtime,telecom,control,get_details_by_id,269,0,1.0
xai:xai-realtime,telecom,control,refuel_data,30,0,1.0
xai:xai-realtime,telecom,control,resume_line,10,1,0.9
xai:xai-realtime,telecom,control,send_payment_request,11,0,1.0
xai:xai-realtime,telecom,control,transfer_to_human_agents,18,0,1.0
xai:xai-realtime,telecom,regular,enable_roaming,15,0,1.0
xai:xai-realtime,telecom,regular,get_bills_for_customer,14,0,1.0
xai:xai-realtime,telecom,regular,get_customer_by_name,2,0,1.0
xai:xai-realtime,telecom,regular,get_customer_by_phone,129,86,0.33333333333333337
xai:xai-realtime,telecom,regular,get_data_usage,48,0,1.0
xai:xai-realtime,telecom,regular,get_details_by_id,151,0,1.0
xai:xai-realtime,telecom,regular,refuel_data,14,1,0.9285714285714286
xai:xai-realtime,telecom,regular,resume_line,5,0,1.0
xai:xai-realtime,telecom,regular,send_payment_request,8,0,1.0
xai:xai-realtime,telecom,regular,transfer_to_human_agents,21,0,1.0
