llm,speech_complexity,action_name,num_expected,num_matched,success_rate
xai:xai-realtime,control_behavior,calculate,12,0,0.0
xai:xai-realtime,control_behavior,cancel_pending_order,23,14,0.6086956521739131
xai:xai-realtime,control_behavior,exchange_delivered_order_items,32,24,0.75
xai:xai-realtime,control_behavior,find_user_id_by_email,14,9,0.6428571428571429
xai:xai-realtime,control_behavior,find_user_id_by_name_zip,58,39,0.6724137931034483
xai:xai-realtime,control_behavior,get_item_details,3,0,0.0
xai:xai-realtime,control_behavior,get_order_details,155,102,0.6580645161290323
xai:xai-realtime,control_behavior,get_product_details,52,29,0.5576923076923077
xai:xai-realtime,control_behavior,get_user_details,54,43,0.7962962962962963
xai:xai-realtime,control_behavior,modify_pending_order_address,23,8,0.34782608695652173
xai:xai-realtime,control_behavior,modify_pending_order_items,34,17,0.5
xai:xai-realtime,control_behavior,modify_pending_order_payment,1,1,1.0
xai:xai-realtime,control_behavior,modify_user_address,11,5,0.45454545454545453
xai:xai-realtime,control_behavior,return_delivered_order_items,40,22,0.55
xai:xai-realtime,control_behavior,transfer_to_human_agents,4,3,0.75
xai:xai-realtime,regular,book_reservation,5,0,0.0
xai:xai-realtime,regular,calculate,8,0,0.0
xai:xai-realtime,regular,cancel_pending_order,17,8,0.47058823529411764
xai:xai-realtime,regular,cancel_reservation,9,1,0.1111111111111111
xai:xai-realtime,regular,enable_roaming,6,5,0.8333333333333334
xai:xai-realtime,regular,exchange_delivered_order_items,25,10,0.4
xai:xai-realtime,regular,find_user_id_by_email,7,2,0.2857142857142857
xai:xai-realtime,regular,find_user_id_by_name_zip,48,23,0.4791666666666667
xai:xai-realtime,regular,get_item_details,3,0,0.0
xai:xai-realtime,regular,get_order_details,106,64,0.6037735849056604
xai:xai-realtime,regular,get_product_details,43,30,0.6976744186046512
xai:xai-realtime,regular,get_reservation_details,46,12,0.2608695652173913
xai:xai-realtime,regular,get_user_details,56,30,0.5357142857142857
xai:xai-realtime,regular,modify_pending_order_address,20,8,0.4
xai:xai-realtime,regular,modify_pending_order_items,31,15,0.4838709677419355
xai:xai-realtime,regular,modify_user_address,10,7,0.7
xai:xai-realtime,regular,refuel_data,10,7,0.7
xai:xai-realtime,regular,resume_line,4,4,1.0
xai:xai-realtime,regular,return_delivered_order_items,26,14,0.5384615384615384
xai:xai-realtime,regular,search_direct_flight,17,1,0.058823529411764705
xai:xai-realtime,regular,send_payment_request,4,4,1.0
xai:xai-realtime,regular,transfer_to_human_agents,23,19,0.8260869565217391
xai:xai-realtime,regular,update_reservation_baggages,5,0,0.0
xai:xai-realtime,regular,update_reservation_flights,13,1,0.07692307692307693
xai:xai-realtime,regular,update_reservation_passengers,3,1,0.3333333333333333
