llm,domain,speech_complexity,provider,simulation_id,task_id,user_speech_start_tick,user_speech_start_time_sec,user_speech_duration_ticks,user_speech_duration_sec
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,490e4d91-5bef-42f2-a96b-6b87ceaddd0a,[service_issue]airplane_mode_on|lock_sim_card_pin[PERSONA:Easy],252,50.400000000000006,15,3.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,dd78259f-6079-4d63-a1e6-ca53cd640769,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],26,5.2,9,1.8
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,dd78259f-6079-4d63-a1e6-ca53cd640769,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],65,13.0,53,10.600000000000001
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,dd78259f-6079-4d63-a1e6-ca53cd640769,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],163,32.6,24,4.800000000000001
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,dd78259f-6079-4d63-a1e6-ca53cd640769,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],234,46.800000000000004,55,11.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,dd78259f-6079-4d63-a1e6-ca53cd640769,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],336,67.2,27,5.4
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,dd78259f-6079-4d63-a1e6-ca53cd640769,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],398,79.60000000000001,43,8.6
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,dd78259f-6079-4d63-a1e6-ca53cd640769,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],493,98.60000000000001,14,2.8000000000000003
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,dd78259f-6079-4d63-a1e6-ca53cd640769,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],566,113.2,26,5.2
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,dd78259f-6079-4d63-a1e6-ca53cd640769,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],642,128.4,12,2.4000000000000004
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,dd78259f-6079-4d63-a1e6-ca53cd640769,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],701,140.20000000000002,28,5.6000000000000005
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,dd78259f-6079-4d63-a1e6-ca53cd640769,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],784,156.8,33,6.6000000000000005
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,dd78259f-6079-4d63-a1e6-ca53cd640769,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],857,171.4,49,9.8
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,dd78259f-6079-4d63-a1e6-ca53cd640769,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],973,194.60000000000002,13,2.6
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,dd78259f-6079-4d63-a1e6-ca53cd640769,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],1032,206.4,33,6.6000000000000005
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,dd78259f-6079-4d63-a1e6-ca53cd640769,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],1110,222.0,27,5.4
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,dd78259f-6079-4d63-a1e6-ca53cd640769,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],1183,236.60000000000002,18,3.6
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,dd78259f-6079-4d63-a1e6-ca53cd640769,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],1259,251.8,37,7.4
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,dd78259f-6079-4d63-a1e6-ca53cd640769,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],1334,266.8,19,3.8000000000000003
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,dd78259f-6079-4d63-a1e6-ca53cd640769,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],1405,281.0,32,6.4
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,dd78259f-6079-4d63-a1e6-ca53cd640769,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],1469,293.8,23,4.6000000000000005
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,dd78259f-6079-4d63-a1e6-ca53cd640769,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],1589,317.8,30,6.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,dd78259f-6079-4d63-a1e6-ca53cd640769,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],1693,338.6,27,5.4
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,c617d400-4840-4485-b34e-73cebc9654c0,[service_issue]overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],26,5.2,8,1.6
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,c617d400-4840-4485-b34e-73cebc9654c0,[service_issue]overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],68,13.600000000000001,21,4.2
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,c617d400-4840-4485-b34e-73cebc9654c0,[service_issue]overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],125,25.0,22,4.4
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,c617d400-4840-4485-b34e-73cebc9654c0,[service_issue]overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],187,37.4,8,1.6
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,c617d400-4840-4485-b34e-73cebc9654c0,[service_issue]overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],237,47.400000000000006,26,5.2
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,c617d400-4840-4485-b34e-73cebc9654c0,[service_issue]overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],317,63.400000000000006,27,5.4
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,f6c5b5ef-06d5-4677-97dd-55d39e86b3af,[service_issue]airplane_mode_on|unseat_sim_card[PERSONA:None],26,5.2,9,1.8
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,f6c5b5ef-06d5-4677-97dd-55d39e86b3af,[service_issue]airplane_mode_on|unseat_sim_card[PERSONA:None],64,12.8,16,3.2
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,f6c5b5ef-06d5-4677-97dd-55d39e86b3af,[service_issue]airplane_mode_on|unseat_sim_card[PERSONA:None],121,24.200000000000003,15,3.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,f6c5b5ef-06d5-4677-97dd-55d39e86b3af,[service_issue]airplane_mode_on|unseat_sim_card[PERSONA:None],163,32.6,21,4.2
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,f6c5b5ef-06d5-4677-97dd-55d39e86b3af,[service_issue]airplane_mode_on|unseat_sim_card[PERSONA:None],214,42.800000000000004,38,7.6000000000000005
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,f6c5b5ef-06d5-4677-97dd-55d39e86b3af,[service_issue]airplane_mode_on|unseat_sim_card[PERSONA:None],306,61.2,8,1.6
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,f6c5b5ef-06d5-4677-97dd-55d39e86b3af,[service_issue]airplane_mode_on|unseat_sim_card[PERSONA:None],370,74.0,16,3.2
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,f6c5b5ef-06d5-4677-97dd-55d39e86b3af,[service_issue]airplane_mode_on|unseat_sim_card[PERSONA:None],438,87.60000000000001,21,4.2
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,f6c5b5ef-06d5-4677-97dd-55d39e86b3af,[service_issue]airplane_mode_on|unseat_sim_card[PERSONA:None],490,98.0,1,0.2
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,127a1499-8b0b-491b-8f2d-201a4d95a5be,[service_issue]break_apn_settings|lock_sim_card_pin[PERSONA:None],26,5.2,8,1.6
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,127a1499-8b0b-491b-8f2d-201a4d95a5be,[service_issue]break_apn_settings|lock_sim_card_pin[PERSONA:None],61,12.200000000000001,17,3.4000000000000004
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,127a1499-8b0b-491b-8f2d-201a4d95a5be,[service_issue]break_apn_settings|lock_sim_card_pin[PERSONA:None],117,23.400000000000002,32,6.4
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,127a1499-8b0b-491b-8f2d-201a4d95a5be,[service_issue]break_apn_settings|lock_sim_card_pin[PERSONA:None],204,40.800000000000004,18,3.6
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,127a1499-8b0b-491b-8f2d-201a4d95a5be,[service_issue]break_apn_settings|lock_sim_card_pin[PERSONA:None],248,49.6,8,1.6
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,127a1499-8b0b-491b-8f2d-201a4d95a5be,[service_issue]break_apn_settings|lock_sim_card_pin[PERSONA:None],323,64.60000000000001,8,1.6
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,127a1499-8b0b-491b-8f2d-201a4d95a5be,[service_issue]break_apn_settings|lock_sim_card_pin[PERSONA:None],357,71.4,6,1.2000000000000002
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,241b10fd-af69-4d31-9474-4fff018d50f2,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],26,5.2,10,2.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,241b10fd-af69-4d31-9474-4fff018d50f2,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],72,14.4,46,9.200000000000001
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,241b10fd-af69-4d31-9474-4fff018d50f2,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],164,32.800000000000004,37,7.4
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,241b10fd-af69-4d31-9474-4fff018d50f2,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],252,50.400000000000006,38,7.6000000000000005
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,241b10fd-af69-4d31-9474-4fff018d50f2,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],353,70.60000000000001,34,6.800000000000001
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,241b10fd-af69-4d31-9474-4fff018d50f2,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],435,87.0,44,8.8
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,241b10fd-af69-4d31-9474-4fff018d50f2,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],555,111.0,32,6.4
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,241b10fd-af69-4d31-9474-4fff018d50f2,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],686,137.20000000000002,37,7.4
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,241b10fd-af69-4d31-9474-4fff018d50f2,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],768,153.60000000000002,29,5.800000000000001
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,241b10fd-af69-4d31-9474-4fff018d50f2,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],851,170.20000000000002,43,8.6
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,241b10fd-af69-4d31-9474-4fff018d50f2,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],959,191.8,29,5.800000000000001
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,241b10fd-af69-4d31-9474-4fff018d50f2,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],1048,209.60000000000002,32,6.4
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,035478b5-1fcc-4e5e-9635-c367782181cd,[service_issue]airplane_mode_on|break_apn_settings[PERSONA:Hard],26,5.2,9,1.8
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,035478b5-1fcc-4e5e-9635-c367782181cd,[service_issue]airplane_mode_on|break_apn_settings[PERSONA:Hard],65,13.0,26,5.2
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,035478b5-1fcc-4e5e-9635-c367782181cd,[service_issue]airplane_mode_on|break_apn_settings[PERSONA:Hard],129,25.8,20,4.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,035478b5-1fcc-4e5e-9635-c367782181cd,[service_issue]airplane_mode_on|break_apn_settings[PERSONA:Hard],198,39.6,14,2.8000000000000003
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,035478b5-1fcc-4e5e-9635-c367782181cd,[service_issue]airplane_mode_on|break_apn_settings[PERSONA:Hard],284,56.800000000000004,30,6.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,035478b5-1fcc-4e5e-9635-c367782181cd,[service_issue]airplane_mode_on|break_apn_settings[PERSONA:Hard],340,68.0,9,1.8
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,035478b5-1fcc-4e5e-9635-c367782181cd,[service_issue]airplane_mode_on|break_apn_settings[PERSONA:Hard],394,78.80000000000001,11,2.2
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,035478b5-1fcc-4e5e-9635-c367782181cd,[service_issue]airplane_mode_on|break_apn_settings[PERSONA:Hard],451,90.2,18,3.6
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,035478b5-1fcc-4e5e-9635-c367782181cd,[service_issue]airplane_mode_on|break_apn_settings[PERSONA:Hard],515,103.0,20,4.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,035478b5-1fcc-4e5e-9635-c367782181cd,[service_issue]airplane_mode_on|break_apn_settings[PERSONA:Hard],582,116.4,14,2.8000000000000003
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,035478b5-1fcc-4e5e-9635-c367782181cd,[service_issue]airplane_mode_on|break_apn_settings[PERSONA:Hard],649,129.8,19,3.8000000000000003
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,1d4cb853-4e16-421e-8a9f-ae5ee5ef0163,[service_issue]lock_sim_card_pin|overdue_bill_suspension[PERSONA:Easy],26,5.2,9,1.8
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,1d4cb853-4e16-421e-8a9f-ae5ee5ef0163,[service_issue]lock_sim_card_pin|overdue_bill_suspension[PERSONA:Easy],67,13.4,18,3.6
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,1d4cb853-4e16-421e-8a9f-ae5ee5ef0163,[service_issue]lock_sim_card_pin|overdue_bill_suspension[PERSONA:Easy],118,23.6,32,6.4
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,1d4cb853-4e16-421e-8a9f-ae5ee5ef0163,[service_issue]lock_sim_card_pin|overdue_bill_suspension[PERSONA:Easy],200,40.0,25,5.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,1d4cb853-4e16-421e-8a9f-ae5ee5ef0163,[service_issue]lock_sim_card_pin|overdue_bill_suspension[PERSONA:Easy],277,55.400000000000006,17,3.4000000000000004
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,1d4cb853-4e16-421e-8a9f-ae5ee5ef0163,[service_issue]lock_sim_card_pin|overdue_bill_suspension[PERSONA:Easy],353,70.60000000000001,15,3.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,afced631-1505-4b21-919e-f310e54a57eb,[service_issue]airplane_mode_on|overdue_bill_suspension[PERSONA:None],26,5.2,9,1.8
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,afced631-1505-4b21-919e-f310e54a57eb,[service_issue]airplane_mode_on|overdue_bill_suspension[PERSONA:None],63,12.600000000000001,20,4.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,afced631-1505-4b21-919e-f310e54a57eb,[service_issue]airplane_mode_on|overdue_bill_suspension[PERSONA:None],122,24.400000000000002,30,6.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,afced631-1505-4b21-919e-f310e54a57eb,[service_issue]airplane_mode_on|overdue_bill_suspension[PERSONA:None],206,41.2,14,2.8000000000000003
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,afced631-1505-4b21-919e-f310e54a57eb,[service_issue]airplane_mode_on|overdue_bill_suspension[PERSONA:None],272,54.400000000000006,26,5.2
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,afced631-1505-4b21-919e-f310e54a57eb,[service_issue]airplane_mode_on|overdue_bill_suspension[PERSONA:None],324,64.8,16,3.2
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,afced631-1505-4b21-919e-f310e54a57eb,[service_issue]airplane_mode_on|overdue_bill_suspension[PERSONA:None],386,77.2,10,2.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,afced631-1505-4b21-919e-f310e54a57eb,[service_issue]airplane_mode_on|overdue_bill_suspension[PERSONA:None],422,84.4,17,3.4000000000000004
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,afced631-1505-4b21-919e-f310e54a57eb,[service_issue]airplane_mode_on|overdue_bill_suspension[PERSONA:None],484,96.80000000000001,24,4.800000000000001
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,afced631-1505-4b21-919e-f310e54a57eb,[service_issue]airplane_mode_on|overdue_bill_suspension[PERSONA:None],565,113.0,18,3.6
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,afced631-1505-4b21-919e-f310e54a57eb,[service_issue]airplane_mode_on|overdue_bill_suspension[PERSONA:None],615,123.0,27,5.4
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,afced631-1505-4b21-919e-f310e54a57eb,[service_issue]airplane_mode_on|overdue_bill_suspension[PERSONA:None],685,137.0,12,2.4000000000000004
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,afced631-1505-4b21-919e-f310e54a57eb,[service_issue]airplane_mode_on|overdue_bill_suspension[PERSONA:None],740,148.0,22,4.4
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,afced631-1505-4b21-919e-f310e54a57eb,[service_issue]airplane_mode_on|overdue_bill_suspension[PERSONA:None],800,160.0,1,0.2
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,d35e3fd0-8fd5-4487-a08f-e5d36d418a14,[service_issue]contract_end_suspension|unseat_sim_card[PERSONA:Hard],26,5.2,8,1.6
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,d35e3fd0-8fd5-4487-a08f-e5d36d418a14,[service_issue]contract_end_suspension|unseat_sim_card[PERSONA:Hard],64,12.8,22,4.4
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,d35e3fd0-8fd5-4487-a08f-e5d36d418a14,[service_issue]contract_end_suspension|unseat_sim_card[PERSONA:Hard],122,24.400000000000002,20,4.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,d35e3fd0-8fd5-4487-a08f-e5d36d418a14,[service_issue]contract_end_suspension|unseat_sim_card[PERSONA:Hard],178,35.6,35,7.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,d35e3fd0-8fd5-4487-a08f-e5d36d418a14,[service_issue]contract_end_suspension|unseat_sim_card[PERSONA:Hard],269,53.800000000000004,37,7.4
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,d35e3fd0-8fd5-4487-a08f-e5d36d418a14,[service_issue]contract_end_suspension|unseat_sim_card[PERSONA:Hard],365,73.0,18,3.6
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,d35e3fd0-8fd5-4487-a08f-e5d36d418a14,[service_issue]contract_end_suspension|unseat_sim_card[PERSONA:Hard],421,84.2,21,4.2
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,d35e3fd0-8fd5-4487-a08f-e5d36d418a14,[service_issue]contract_end_suspension|unseat_sim_card[PERSONA:Hard],502,100.4,19,3.8000000000000003
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,d35e3fd0-8fd5-4487-a08f-e5d36d418a14,[service_issue]contract_end_suspension|unseat_sim_card[PERSONA:Hard],568,113.60000000000001,19,3.8000000000000003
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,d35e3fd0-8fd5-4487-a08f-e5d36d418a14,[service_issue]contract_end_suspension|unseat_sim_card[PERSONA:Hard],632,126.4,25,5.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,d35e3fd0-8fd5-4487-a08f-e5d36d418a14,[service_issue]contract_end_suspension|unseat_sim_card[PERSONA:Hard],708,141.6,23,4.6000000000000005
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,d35e3fd0-8fd5-4487-a08f-e5d36d418a14,[service_issue]contract_end_suspension|unseat_sim_card[PERSONA:Hard],773,154.60000000000002,29,5.800000000000001
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,d35e3fd0-8fd5-4487-a08f-e5d36d418a14,[service_issue]contract_end_suspension|unseat_sim_card[PERSONA:Hard],857,171.4,21,4.2
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,0d5009cc-43cf-4e27-a5be-0ded9a25f44b,[service_issue]airplane_mode_on|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],26,5.2,9,1.8
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,0d5009cc-43cf-4e27-a5be-0ded9a25f44b,[service_issue]airplane_mode_on|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],62,12.4,19,3.8000000000000003
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,0d5009cc-43cf-4e27-a5be-0ded9a25f44b,[service_issue]airplane_mode_on|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],120,24.0,17,3.4000000000000004
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,0d5009cc-43cf-4e27-a5be-0ded9a25f44b,[service_issue]airplane_mode_on|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],201,40.2,15,3.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,0d5009cc-43cf-4e27-a5be-0ded9a25f44b,[service_issue]airplane_mode_on|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],260,52.0,19,3.8000000000000003
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,0d5009cc-43cf-4e27-a5be-0ded9a25f44b,[service_issue]airplane_mode_on|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],332,66.4,9,1.8
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,0d5009cc-43cf-4e27-a5be-0ded9a25f44b,[service_issue]airplane_mode_on|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],384,76.80000000000001,18,3.6
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,0d5009cc-43cf-4e27-a5be-0ded9a25f44b,[service_issue]airplane_mode_on|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],462,92.4,7,1.4000000000000001
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,3b8172b7-a509-43ae-8f13-669065fbf704,[service_issue]airplane_mode_on|break_apn_settings|unseat_sim_card[PERSONA:None],26,5.2,8,1.6
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,3b8172b7-a509-43ae-8f13-669065fbf704,[service_issue]airplane_mode_on|break_apn_settings|unseat_sim_card[PERSONA:None],64,12.8,21,4.2
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,3b8172b7-a509-43ae-8f13-669065fbf704,[service_issue]airplane_mode_on|break_apn_settings|unseat_sim_card[PERSONA:None],129,25.8,36,7.2
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,3b8172b7-a509-43ae-8f13-669065fbf704,[service_issue]airplane_mode_on|break_apn_settings|unseat_sim_card[PERSONA:None],197,39.400000000000006,11,2.2
gemini:gemini-live-2.5-flash-native-audio,telecom,control,gemini,3b8172b7-a509-43ae-8f13-669065fbf704,[service_issue]airplane_mode_on|break_apn_settings|unseat_sim_card[PERSONA:None],237,47.400000000000006,16,3.2
